SECT,Sector,CLAS,Classification,COU,Country,YEA,Year,EEA_STRI,Flag Codes,Flags
TRRAI,Rail freight transport,CLAS1_4,Barriers to competition,NLD,Netherlands,2016,2016,0.029336957,,
TRRAI,Rail freight transport,CLAS1_4,Barriers to competition,NLD,Netherlands,2017,2017,0.029336957,,
TRRAI,Rail freight transport,CLAS1_4,Barriers to competition,NLD,Netherlands,2018,2018,0.029336957,,
CR,Courier,CLAS1_4,Barriers to competition,NLD,Netherlands,2014,2014,0.011226345,,
CR,Courier,CLAS1_4,Barriers to competition,NLD,Netherlands,2015,2015,0.011226345,,
CR,Courier,CLAS1_4,Barriers to competition,NLD,Netherlands,2016,2016,0.011226345,,
CR,Courier,CLAS1_4,Barriers to competition,NLD,Netherlands,2017,2017,0.011226345,,
CR,Courier,CLAS1_4,Barriers to competition,NLD,Netherlands,2018,2018,0.011226345,,
DS,Distribution,CLAS1_4,Barriers to competition,NLD,Netherlands,2014,2014,0.048058205,,
DS,Distribution,CLAS1_4,Barriers to competition,NLD,Netherlands,2015,2015,0.048058205,,
DS,Distribution,CLAS1_4,Barriers to competition,NLD,Netherlands,2016,2016,0.048058205,,
DS,Distribution,CLAS1_4,Barriers to competition,NLD,Netherlands,2017,2017,0.048058205,,
DS,Distribution,CLAS1_4,Barriers to competition,NLD,Netherlands,2018,2018,0.038446564,,
FSBNK,Commercial banking,CLAS1_4,Barriers to competition,NLD,Netherlands,2014,2014,0.019011697,,
FSBNK,Commercial banking,CLAS1_4,Barriers to competition,NLD,Netherlands,2015,2015,0.019011697,,
FSBNK,Commercial banking,CLAS1_4,Barriers to competition,NLD,Netherlands,2016,2016,0.019011697,,
FSBNK,Commercial banking,CLAS1_4,Barriers to competition,NLD,Netherlands,2017,2017,0.019011697,,
FSBNK,Commercial banking,CLAS1_4,Barriers to competition,NLD,Netherlands,2018,2018,0.019011697,,
FSINS,Insurance,CLAS1_4,Barriers to competition,NLD,Netherlands,2014,2014,0.018339164,,
FSINS,Insurance,CLAS1_4,Barriers to competition,NLD,Netherlands,2015,2015,0.018339164,,
FSINS,Insurance,CLAS1_4,Barriers to competition,NLD,Netherlands,2016,2016,0.018339164,,
FSINS,Insurance,CLAS1_4,Barriers to competition,NLD,Netherlands,2017,2017,0.018339164,,
FSINS,Insurance,CLAS1_4,Barriers to competition,NLD,Netherlands,2018,2018,0.018339164,,
CS,Computer,CLAS1_4,Barriers to competition,NLD,Netherlands,2014,2014,0,,
CS,Computer,CLAS1_4,Barriers to competition,NLD,Netherlands,2015,2015,0,,
CS,Computer,CLAS1_4,Barriers to competition,NLD,Netherlands,2016,2016,0,,
CS,Computer,CLAS1_4,Barriers to competition,NLD,Netherlands,2017,2017,0,,
CS,Computer,CLAS1_4,Barriers to competition,NLD,Netherlands,2018,2018,0,,
CO,Construction,CLAS1_4,Barriers to competition,NLD,Netherlands,2014,2014,0,,
CO,Construction,CLAS1_4,Barriers to competition,NLD,Netherlands,2015,2015,0,,
CO,Construction,CLAS1_4,Barriers to competition,NLD,Netherlands,2016,2016,0,,
CO,Construction,CLAS1_4,Barriers to competition,NLD,Netherlands,2017,2017,0,,
CO,Construction,CLAS1_4,Barriers to competition,NLD,Netherlands,2018,2018,0,,
LSCAR,Logistics cargo-handling,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.060338985,,
LSCAR,Logistics cargo-handling,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.060338985,,
LSCAR,Logistics cargo-handling,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.060338985,,
LSCAR,Logistics cargo-handling,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.050282488,,
LSCAR,Logistics cargo-handling,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.04022599,,
LSSTG,Logistics storage and warehouse,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.032079779,,
LSSTG,Logistics storage and warehouse,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.032079779,,
LSSTG,Logistics storage and warehouse,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.032079779,,
LSSTG,Logistics storage and warehouse,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.021386519,,
LSSTG,Logistics storage and warehouse,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.021386519,,
LSFGT,Logistics freight forwarding,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.024220983,,
LSFGT,Logistics freight forwarding,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.024220983,,
LSFGT,Logistics freight forwarding,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.024220983,,
LSFGT,Logistics freight forwarding,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.012110491,,
LSFGT,Logistics freight forwarding,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.012110491,,
LSCUS,Logistics customs brokerage,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.033886115,,
LSCUS,Logistics customs brokerage,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.033886115,,
LSCUS,Logistics customs brokerage,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.033886115,,
LSCUS,Logistics customs brokerage,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.022590743,,
LSCUS,Logistics customs brokerage,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.022590743,,
PSACC,Accounting,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.007577383,,
PSACC,Accounting,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.007577383,,
PSACC,Accounting,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.007577383,,
PSACC,Accounting,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.007577383,,
PSACC,Accounting,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.007577383,,
PSARC,Architecture,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.019776424,,
PSARC,Architecture,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.019776424,,
PSARC,Architecture,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.019776424,,
PSARC,Architecture,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.009888212,,
PSARC,Architecture,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.009888212,,
PSENG,Engineering,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.018157033,,
PSENG,Engineering,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.018157033,,
PSENG,Engineering,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.018157033,,
PSENG,Engineering,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.009078517,,
PSENG,Engineering,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.009078517,,
PSLEG,Legal,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.013016536,,
PSLEG,Legal,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.013016536,,
PSLEG,Legal,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.013016536,,
PSLEG,Legal,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.013016536,,
PSLEG,Legal,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.013016536,,
ASMOT,Motion pictures,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.014238494,,
ASMOT,Motion pictures,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.014238494,,
ASMOT,Motion pictures,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.014238494,,
ASMOT,Motion pictures,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.007119247,,
ASMOT,Motion pictures,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.007119247,,
ASBRD,Broadcasting,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.032209054,,
ASBRD,Broadcasting,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.032209054,,
ASBRD,Broadcasting,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.032209054,,
ASBRD,Broadcasting,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.032209054,,
ASBRD,Broadcasting,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.032209054,,
ASSOU,Sound recording,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.053254439,,
ASSOU,Sound recording,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.053254439,,
ASSOU,Sound recording,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.053254439,,
ASSOU,Sound recording,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.035502959,,
ASSOU,Sound recording,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.035502959,,
TC,Telecom,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.061167506,,
TRAIR,Air transport,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.126445868,,
TRAIR,Air transport,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.126445868,,
TRAIR,Air transport,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.126445868,,
TRAIR,Air transport,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.126445868,,
TRAIR,Air transport,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.114950789,,
TRMAR,Maritime transport,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.027230047,,
TRMAR,Maritime transport,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.027230047,,
TRMAR,Maritime transport,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.027230047,,
TRMAR,Maritime transport,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.027230047,,
TRMAR,Maritime transport,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.027230047,,
TRROF,Road freight transport,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.024242423,,
TRROF,Road freight transport,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.024242423,,
TRROF,Road freight transport,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.024242423,,
TRROF,Road freight transport,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.024242423,,
TRROF,Road freight transport,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.024242423,,
TRRAI,Rail freight transport,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.10267935,,
TRRAI,Rail freight transport,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.10267935,,
TRRAI,Rail freight transport,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.10267935,,
TRRAI,Rail freight transport,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.058673915,,
TRRAI,Rail freight transport,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.058673915,,
CR,Courier,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.118999256,,
CR,Courier,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.118999256,,
CR,Courier,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.067358069,,
CR,Courier,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.067358069,,
CR,Courier,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.067358069,,
DS,Distribution,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.052579114,,
DS,Distribution,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.052579114,,
DS,Distribution,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.052579114,,
DS,Distribution,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.043250029,,
DS,Distribution,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.043250029,,
FSBNK,Commercial banking,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.038023394,,
FSBNK,Commercial banking,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.038023394,,
FSBNK,Commercial banking,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.038023394,,
FSBNK,Commercial banking,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.038023394,,
FSBNK,Commercial banking,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.038023394,,
FSINS,Insurance,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.018339164,,
FSINS,Insurance,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.018339164,,
FSINS,Insurance,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.018339164,,
FSINS,Insurance,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.018339164,,
FSINS,Insurance,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.018339164,,
CS,Computer,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.031900514,,
CS,Computer,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.031900514,,
CS,Computer,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.031900514,,
CS,Computer,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.015950257,,
CS,Computer,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.015950257,,
CO,Construction,CLAS1_4,Barriers to competition,NOR,Norway,2014,2014,0.035340476,,
CO,Construction,CLAS1_4,Barriers to competition,NOR,Norway,2015,2015,0.035340476,,
CO,Construction,CLAS1_4,Barriers to competition,NOR,Norway,2016,2016,0.035340476,,
CO,Construction,CLAS1_4,Barriers to competition,NOR,Norway,2017,2017,0.023560317,,
CO,Construction,CLAS1_4,Barriers to competition,NOR,Norway,2018,2018,0.023560317,,
LSCAR,Logistics cargo-handling,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.060338985,,
LSCAR,Logistics cargo-handling,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.060338985,,
LSCAR,Logistics cargo-handling,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.060338985,,
LSCAR,Logistics cargo-handling,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.060338985,,
LSCAR,Logistics cargo-handling,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.060338985,,
LSSTG,Logistics storage and warehouse,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.021386519,,
LSSTG,Logistics storage and warehouse,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.021386519,,
LSSTG,Logistics storage and warehouse,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.021386519,,
LSSTG,Logistics storage and warehouse,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.021386519,,
LSSTG,Logistics storage and warehouse,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.021386519,,
LSFGT,Logistics freight forwarding,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.012110491,,
LSFGT,Logistics freight forwarding,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.012110491,,
LSFGT,Logistics freight forwarding,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.012110491,,
LSFGT,Logistics freight forwarding,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.012110491,,
LSFGT,Logistics freight forwarding,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.012110491,,
LSCUS,Logistics customs brokerage,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.011295372,,
LSCUS,Logistics customs brokerage,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.011295372,,
LSCUS,Logistics customs brokerage,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.011295372,,
LSCUS,Logistics customs brokerage,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.011295372,,
LSCUS,Logistics customs brokerage,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.011295372,,
PSACC,Accounting,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.007577383,,
PSACC,Accounting,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.007577383,,
PSACC,Accounting,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.007577383,,
PSACC,Accounting,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.007577383,,
PSACC,Accounting,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.007577383,,
PSARC,Architecture,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.019776424,,
PSARC,Architecture,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.019776424,,
PSARC,Architecture,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.019776424,,
PSARC,Architecture,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.019776424,,
PSARC,Architecture,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.019776424,,
PSENG,Engineering,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.009078517,,
PSENG,Engineering,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.009078517,,
PSENG,Engineering,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.009078517,,
PSENG,Engineering,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.009078517,,
PSENG,Engineering,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.009078517,,
PSLEG,Legal,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.013016536,,
PSLEG,Legal,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.013016536,,
PSLEG,Legal,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.013016536,,
PSLEG,Legal,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.013016536,,
PSLEG,Legal,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.013016536,,
ASMOT,Motion pictures,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.014238494,,
ASMOT,Motion pictures,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.014238494,,
ASMOT,Motion pictures,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.014238494,,
ASMOT,Motion pictures,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.014238494,,
ASMOT,Motion pictures,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.014238494,,
ASBRD,Broadcasting,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.02415679,,
ASBRD,Broadcasting,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.02415679,,
ASBRD,Broadcasting,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.02415679,,
ASBRD,Broadcasting,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.02415679,,
ASBRD,Broadcasting,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.02415679,,
ASSOU,Sound recording,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.01775148,,
ASSOU,Sound recording,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.01775148,,
ASSOU,Sound recording,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.01775148,,
ASSOU,Sound recording,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.01775148,,
ASSOU,Sound recording,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.01775148,,
TC,Telecom,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.01747643,,
TRAIR,Air transport,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.120698329,,
TRAIR,Air transport,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.120698329,,
TRAIR,Air transport,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.120698329,,
TRAIR,Air transport,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.120698329,,
TRAIR,Air transport,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.132193408,,
TRMAR,Maritime transport,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.034037558,,
TRMAR,Maritime transport,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.034037558,,
TRMAR,Maritime transport,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.034037558,,
TRMAR,Maritime transport,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.034037558,,
TRMAR,Maritime transport,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.034037558,,
TRROF,Road freight transport,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.024242423,,
TRROF,Road freight transport,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.024242423,,
TRROF,Road freight transport,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.024242423,,
TRROF,Road freight transport,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.024242423,,
TRROF,Road freight transport,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.024242423,,
TRRAI,Rail freight transport,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.073342393,,
TRRAI,Rail freight transport,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.073342393,,
TRRAI,Rail freight transport,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.073342393,,
TRRAI,Rail freight transport,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.073342393,,
TRRAI,Rail freight transport,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.073342393,,
CR,Courier,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.044905379,,
CR,Courier,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.044905379,,
CR,Courier,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.044905379,,
CR,Courier,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.044905379,,
CR,Courier,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.044905379,,
DS,Distribution,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.038446564,,
DS,Distribution,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.038446564,,
DS,Distribution,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.038446564,,
DS,Distribution,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.038446564,,
DS,Distribution,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.057669846,,
FSBNK,Commercial banking,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.047529242,,
FSBNK,Commercial banking,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.047529242,,
FSBNK,Commercial banking,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.047529242,,
FSBNK,Commercial banking,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.047529242,,
FSBNK,Commercial banking,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.047529242,,
FSINS,Insurance,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.024452219,,
FSINS,Insurance,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.024452219,,
FSINS,Insurance,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.024452219,,
FSINS,Insurance,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.024452219,,
FSINS,Insurance,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.024452219,,
CS,Computer,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.015950257,,
CS,Computer,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.015950257,,
CS,Computer,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.015950257,,
CS,Computer,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.015950257,,
CS,Computer,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.015950257,,
CO,Construction,CLAS1_4,Barriers to competition,POL,Poland,2014,2014,0.011780159,,
CO,Construction,CLAS1_4,Barriers to competition,POL,Poland,2015,2015,0.011780159,,
CO,Construction,CLAS1_4,Barriers to competition,POL,Poland,2016,2016,0.011780159,,
CO,Construction,CLAS1_4,Barriers to competition,POL,Poland,2017,2017,0.011780159,,
CO,Construction,CLAS1_4,Barriers to competition,POL,Poland,2018,2018,0.011780159,,
LSCAR,Logistics cargo-handling,CLAS1_4,Barriers to competition,PRT,Portugal,2014,2014,0.04022599,,
LSCAR,Logistics cargo-handling,CLAS1_4,Barriers to competition,PRT,Portugal,2015,2015,0.04022599,,
LSCAR,Logistics cargo-handling,CLAS1_4,Barriers to competition,PRT,Portugal,2016,2016,0.04022599,,
LSCAR,Logistics cargo-handling,CLAS1_4,Barriers to competition,PRT,Portugal,2017,2017,0.04022599,,
LSCAR,Logistics cargo-handling,CLAS1_4,Barriers to competition,PRT,Portugal,2018,2018,0.04022599,,
LSSTG,Logistics storage and warehouse,CLAS1_4,Barriers to competition,PRT,Portugal,2014,2014,0.021386519,,
LSSTG,Logistics storage and warehouse,CLAS1_4,Barriers to competition,PRT,Portugal,2015,2015,0.021386519,,
LSSTG,Logistics storage and warehouse,CLAS1_4,Barriers to competition,PRT,Portugal,2016,2016,0.021386519,,
LSSTG,Logistics storage and warehouse,CLAS1_4,Barriers to competition,PRT,Portugal,2017,2017,0.021386519,,
LSSTG,Logistics storage and warehouse,CLAS1_4,Barriers to competition,PRT,Portugal,2018,2018,0.021386519,,
LSFGT,Logistics freight forwarding,CLAS1_4,Barriers to competition,PRT,Portugal,2014,2014,0.012110491,,
LSFGT,Logistics freight forwarding,CLAS1_4,Barriers to competition,PRT,Portugal,2015,2015,0.012110491,,
LSFGT,Logistics freight forwarding,CLAS1_4,Barriers to competition,PRT,Portugal,2016,2016,0.012110491,,
LSFGT,Logistics freight forwarding,CLAS1_4,Barriers to competition,PRT,Portugal,2017,2017,0.012110491,,
LSFGT,Logistics freight forwarding,CLAS1_4,Barriers to competition,PRT,Portugal,2018,2018,0.012110491,,
LSCUS,Logistics customs brokerage,CLAS1_4,Barriers to competition,PRT,Portugal,2014,2014,0.022590743,,
LSCUS,Logistics customs brokerage,CLAS1_4,Barriers to competition,PRT,Portugal,2015,2015,0.022590743,,
LSCUS,Logistics customs brokerage,CLAS1_4,Barriers to competition,PRT,Portugal,2016,2016,0.022590743,,
LSCUS,Logistics customs brokerage,CLAS1_4,Barriers to competition,PRT,Portugal,2017,2017,0.022590743,,
LSCUS,Logistics customs brokerage,CLAS1_4,Barriers to competition,PRT,Portugal,2018,2018,0.022590743,,
PSACC,Accounting,CLAS1_4,Barriers to competition,PRT,Portugal,2014,2014,0.015154767,,
PSACC,Accounting,CLAS1_4,Barriers to competition,PRT,Portugal,2015,2015,0.015154767,,
PSACC,Accounting,CLAS1_4,Barriers to competition,PRT,Portugal,2016,2016,0.015154767,,
PSACC,Accounting,CLAS1_4,Barriers to competition,PRT,Portugal,2017,2017,0.015154767,,
PSACC,Accounting,CLAS1_4,Barriers to competition,PRT,Portugal,2018,2018,0.015154767,,
PSARC,Architecture,CLAS1_4,Barriers to competition,PRT,Portugal,2014,2014,0.009888212,,
PSARC,Architecture,CLAS1_4,Barriers to competition,PRT,Portugal,2015,2015,0.009888212,,
PSARC,Architecture,CLAS1_4,Barriers to competition,PRT,Portugal,2016,2016,0.009888212,,
PSARC,Architecture,CLAS1_4,Barriers to competition,PRT,Portugal,2017,2017,0.009888212,,
PSARC,Architecture,CLAS1_4,Barriers to competition,PRT,Portugal,2018,2018,0.009888212,,
PSENG,Engineering,CLAS1_4,Barriers to competition,PRT,Portugal,2014,2014,0.009078517,,
PSENG,Engineering,CLAS1_4,Barriers to competition,PRT,Portugal,2015,2015,0.009078517,,
PSENG,Engineering,CLAS1_4,Barriers to competition,PRT,Portugal,2016,2016,0.009078517,,
PSENG,Engineering,CLAS1_4,Barriers to competition,PRT,Portugal,2017,2017,0.009078517,,
PSENG,Engineering,CLAS1_4,Barriers to competition,PRT,Portugal,2018,2018,0.009078517,,
PSLEG,Legal,CLAS1_4,Barriers to competition,PRT,Portugal,2014,2014,0.013016536,,
